0,-45,-45,1
0,-45,-45,2
0,-45,-45,3
0,-45,-45,4
0,-45,-45,5
0,-45,-45,6
0,-45,-45,7
0,-45,-45,8
0,-45,-45,9
0,-45,-45,10
0,-45,-45,11
0,-45,-45,12
0,-45,-45,13
0,-45,-45,14
0,-45,-45,15
0,-45,-45,16
0,-45,-45,17
0,-45,-45,18
0,-45,-45,19
0,-45,-45,20
0,-45,-45,21
0,-45,-45,22
0,-45,-45,23
0,-45,-45,24
0,-45,-45,25
0,-45,-45,26
0,-45,-45,27
0,-45,-45,28
0,-45,-45,29
0,-45,-45,30
0,-45,-45,31
0,-45,-45,32
0,-45,-45,33
0,-45,-45,34
0,-45,-45,35
0,-45,-45,36
0,-45,-45,37
0,-45,-45,38
0,-45,-45,39
0,-45,-45,40
0,-45,-45,41
0,-45,-45,42
0,-45,-45,43
0,-45,-45,44
0,-45,-45,45
0,-45,-45,46
0,-45,-45,47
0,-45,-45,48
0,-45,-45,49
0,-45,-45,50
0,-45,-45,51
0,-45,-45,52
0,-45,-45,53
0,-45,-45,54
0,-45,-45,55
0,-45,-45,56
0,-45,-45,57
0,-45,-45,58
0,-45,-45,59
0,-45,-45,60
0,-45,-45,61
0,-45,-45,62
0,-45,-45,63
0,-45,-45,64
0,-45,-45,65
0,-45,-45,66
0,-45,-45,67
0,-45,-45,68
0,-45,-45,69
0,-45,-45,70
0,-45,-45,71
0,-45,-45,72
0,-45,-45,73
0,-45,-45,74
0,-45,-45,75
0,-45,-45,76
0,-45,-45,77
0,-45,-45,78
0,-45,-45,79
0,-45,-45,80
0,-45,-45,81
0,-45,-45,82
0,-45,-45,83
0,-45,-45,84
0,-45,-45,85
0,-45,-45,86
0,-45,-45,87
0,-45,-45,88
0,-45,-45,89
0,-45,-45,90
0,-45,-45,91
0,-45,-45,92
0,-45,-45,93
0,-45,-45,94
0,-45,-45,95
0,-45,-45,96
0,-45,-45,97
0,-45,-45,98
0,-45,-45,99
0,-45,-45,100
0,-45,-45,101
0,-45,-45,102
0,-45,-45,103
0,-45,-45,104
0,-45,-45,105
0,-45,-45,106
0,-45,-45,107
0,-45,-45,108
0,-45,-45,109
0,-45,-45,110
0,-45,-45,111
0,-45,-45,112
0,-45,-45,113
0,-45,-45,114
0,-45,-45,115
0,-45,-45,116
0,-45,-45,117
0,-45,-45,118
0,-45,-45,119
0,-45,-45,120
0,-45,-45,121
0,-45,-45,122
0,-45,-45,123
0,-45,-45,124
0,-45,-45,125
0,-45,-45,126
0,-45,-45,127
0,-45,-45,128
0,-45,-45,129
0,-45,-45,130
0,-45,-45,131
0,-45,-45,132
0,-45,-45,133
0,-45,-45,134
0,-45,-45,135
0,-45,-45,136
0,-45,-45,137
0,-45,-45,138
0,-45,-45,139
0,-45,-45,140
0,-45,-45,141
0,-45,-45,142
0,-45,-45,143
0,-45,-45,144
0,-45,-45,145
0,-45,-45,146
0,-45,-45,147
0,-45,-45,148
0,-45,-45,149
0,-45,-45,150
0,-45,-45,151
0,-45,-45,152
0,-45,-45,153
0,-45,-45,154
0,-45,-45,155
0,-45,-45,156
0,-45,-45,157
0,-45,-45,158
0,-45,-45,159
0,-45,-45,160
0,-45,-45,161
0,-45,-45,162
0,-45,-45,163
0,-45,-45,164
0,-45,-45,165
0,-45,-45,166
0,-45,-45,167
0,-45,-45,168
0,-45,-45,169
0,-45,-45,170
0,-45,-45,171
0,-45,-45,172
0,-45,-45,173
0,-45,-45,174
0,-45,-45,175
0,-45,-45,176
0,-45,-45,177
0,-45,-45,178
0,-45,-45,179
0,-45,-45,180
0,-45,-45,181
0,-45,-45,182
0,-45,-45,183
0,-45,-45,184
0,-45,-45,185
0,-45,-45,186
0,-45,-45,187
0,-45,-45,188
0,-45,-45,189
0,-45,-45,190
0,-45,-45,191
0,-45,-45,192
0,-45,-45,193
0,-45,-45,194
0,-45,-45,195
0,-45,-45,196
0,-45,-45,197
0,-45,-45,198
0,-45,-45,199
0,-45,-45,200
0,-45,-45,201
0,-45,-45,202
0,-45,-45,203
0,-45,-45,204
0,-45,-45,205
0,-45,-45,206
0,-45,-45,207
0,-45,-45,208
0,-45,-45,209
0,-45,-45,210
0,-45,-45,211
0,-45,-45,212
0,-45,-45,213
0,-45,-45,214
0,-45,-45,215
0,-45,-45,216
0,-45,-45,217
0,-45,-45,218
0,-45,-45,219
0,-45,-45,220
0,-45,-45,221
0,-45,-45,222
0,-45,-45,223
0,-45,-45,224
0,-45,-45,225
0,-45,-45,226
0,-45,-45,227
0,-45,-45,228
0,-45,-45,229
0,-45,-45,230
0,-45,-45,231
0,-45,-45,232
0,-45,-45,233
0,-45,-45,234
0,-45,-45,235
0,-45,-45,236
0,-45,-45,237
0,-45,-45,238
0,-45,-45,239
0,-45,-45,240
0,-45,-45,241
0,-45,-45,242
0,-45,-45,243
0,-45,-45,244
0,-45,-45,245
0,-45,-45,246
0,-45,-45,247
0,-45,-45,248
0,-45,-45,249
0,-45,-45,250
0,-45,-45,251
0,-45,-45,252
0,-45,-45,253
0,-45,-45,254
0,-45,-45,255
0,-45,-45,256
0,-45,-45,257
0,-45,-45,258
0,-45,-45,259
0,-45,-45,260
0,-45,-45,261
0,-45,-45,262
0,-45,-45,263
0,-45,-45,264
0,-45,-45,265
0,-45,-45,266
0,-45,-45,267
0,-45,-45,268
0,-45,-45,269
0,-45,-45,270
0,-45,-45,271
0,-45,-45,272
0,-45,-45,273
0,-45,-45,274
0,-45,-45,275
0,-45,-45,276
0,-45,-45,277
0,-45,-45,278
0,-45,-45,279
0,-45,-45,280
0,-45,-45,281
0,-45,-45,282
0,-45,-45,283
0,-45,-45,284
0,-45,-45,285
0,-45,-45,286
0,-45,-45,287
0,-45,-45,288
0,-45,-45,289
0,-45,-45,290
